linker91_CO_linker87_NH_hcb_relaxed,3.6047520848
linker91_CO_linker88_NH_hcb_relaxed,3.3963312049
linker91_CO_linker7_NH_hcb_relaxed,3.4849309247
linker91_CO_linker8_NH_hcb_relaxed,3.305878118
linker91_CO_linker10_NH_hcb_relaxed,3.0165895825
linker91_CO_linker11_NH_hcb_relaxed,3.1372900795
linker91_CO_linker12_NH_hcb_relaxed,3.5495678272
linker91_CO_linker14_NH_hcb_relaxed,3.4455313745
linker91_CO_linker16_NH_hcb_relaxed,3.4253411948
linker91_CO_linker17_NH_hcb_relaxed,3.1810281968
linker91_CO_linker1_NH_hcb_relaxed,3.6036290747
linker91_CO_linker18_NH_hcb_relaxed,3.2235986115
linker91_CO_linker19_NH_hcb_relaxed,3.6700677952
linker91_CO_linker20_NH_hcb_relaxed,3.5003578265
linker91_CO_linker21_NH_hcb_relaxed,3.478877116
linker91_CO_linker22_NH_hcb_relaxed,3.3229892823
linker91_CO_linker23_NH_hcb_relaxed,3.1728223242
linker91_CO_linker24_NH_hcb_relaxed,3.2026840438
linker91_CO_linker25_NH_hcb_relaxed,3.0971453634
linker91_CO_linker2_NH_hcb_relaxed,3.4482729325
linker91_CO_linker28_NH_hcb_relaxed,3.4043158575
linker91_CO_linker30_NH_hcb_relaxed,3.6188668142
linker91_CO_linker31_NH_hcb_relaxed,3.3722668609
linker91_CO_linker32_NH_hcb_relaxed,3.3555195898
linker91_CO_linker33_NH_hcb_relaxed,3.4583416781
linker91_CO_linker34_NH_hcb_relaxed,3.0764291606
linker91_CO_linker35_NH_hcb_relaxed,3.7158389961
linker91_CO_linker36_NH_hcb_relaxed,3.6055909661
linker91_CO_linker37_NH_hcb_relaxed,3.0773987074
linker91_CO_linker3_NH_hcb_relaxed,3.7137365132
linker91_CO_linker38_NH_hcb_relaxed,3.3747678079
linker91_CO_linker39_NH_hcb_relaxed,3.5591883129
linker91_CO_linker40_NH_hcb_relaxed,3.403961999
linker91_CO_linker41_NH_hcb_relaxed,3.789782209
linker91_CO_linker42_NH_hcb_relaxed,4.251117132
linker91_CO_linker45_NH_hcb_relaxed,3.9666136903
linker91_CO_linker46_NH_hcb_relaxed,3.5469590689
linker91_CO_linker47_NH_hcb_relaxed,3.8253784306
linker91_CO_linker4_NH_hcb_relaxed,3.4040338331
linker91_CO_linker48_NH_hcb_relaxed,3.1438629417
linker91_CO_linker49_NH_hcb_relaxed,3.6532700295
linker91_CO_linker50_NH_hcb_relaxed,2.9810074513
linker91_CO_linker51_NH_hcb_relaxed,3.5476723311
linker91_CO_linker52_NH_hcb_relaxed,3.0893013323
linker91_CO_linker53_NH_hcb_relaxed,2.9432151537
linker91_CO_linker54_NH_hcb_relaxed,3.5140312238
linker91_CO_linker57_NH_hcb_relaxed,3.4837771668
linker91_CO_linker58_NH_hcb_relaxed,3.1679485268
linker91_CO_linker59_NH_hcb_relaxed,3.3045937771
linker91_CO_linker60_NH_hcb_relaxed,3.5563041659
linker91_CO_linker61_NH_hcb_relaxed,3.2371659459
linker91_CO_linker62_NH_hcb_relaxed,3.2104236183
linker91_CO_linker64_NH_hcb_relaxed,3.2441893216
linker91_CO_linker65_NH_hcb_relaxed,3.4118286433
linker91_CO_linker66_NH_hcb_relaxed,3.2594629746
linker91_CO_linker67_NH_hcb_relaxed,3.1697514467
linker91_CO_linker68_NH_hcb_relaxed,3.090323132
linker91_CO_linker69_NH_hcb_relaxed,3.360814408
linker91_CO_linker70_NH_hcb_relaxed,3.3285464472
linker91_CO_linker71_NH_hcb_relaxed,3.3484094498
linker91_CO_linker72_NH_hcb_relaxed,3.3987156473
linker91_CO_linker73_NH_hcb_relaxed,3.1304275932
linker91_CO_linker75_NH_hcb_relaxed,3.0885077143
linker91_CO_linker76_NH_hcb_relaxed,3.2089682158
linker91_CO_linker5_NH_hcb_relaxed,3.5505012934
linker91_CO_linker78_NH_hcb_relaxed,3.2813979355
linker91_CO_linker79_NH_hcb_relaxed,3.560673965
linker91_CO_linker80_NH_hcb_relaxed,3.31555923
linker91_CO_linker81_NH_hcb_relaxed,3.1602637605
linker91_CO_linker82_NH_hcb_relaxed,3.3878850159
linker91_CO_linker83_NH_hcb_relaxed,3.7137061995
linker91_CO_linker84_NH_hcb_relaxed,3.2491820629
