st_name,cofid,gas-ads
linker110_C_linker31_C_ukc_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(-c2ncc(C)cc2C)c(C)c1&&ukc.cat0,3.2707488178
linker104_N_linker61_CH_qtz_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1cnc([CH])c(N)n1&&qtz.cat0,3.1794112038
linker92_N_linker93_CH_bod_relaxed,Nc1cc(N)cc(N)c1.[CH]c1ccc(N(c2ccc([CH])cc2)c2ccc([CH])cc2)cc1&&bod.cat0,3.9445295041
linker99_C_linker31_C_ukk_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1cnc(-c2ncc(C)cc2C)c(C)c1&&ukk.cat0,3.5241644275
linker100_C_linker41_C_rho_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1ccc(C)c2ocnc12&&rho.cat0,3.8954081574
linker99_CH2_linker50_NH_qzd_relaxed,[CH2]C1([CH2])C=C(c2ccccc2)CC([CH2])([CH2])C1.CNc1cnc2c([NH])ccc([NH])c2n1&&qzd.cat0,3.5760933423
linker97_N_linker74_CH_qtz_relaxed,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1cnc([CH])c(C(=O)[O-])n1&&qtz.cat0,3.8871738876
linker109_CH_linker77_N_sod_relaxed_interp_2,[CH]C([CH])([CH])[CH].Cc1nc(N)ncc1N&&sod.cat1,3.8956816375
linker109_CH_linker85_N_cdl_relaxed,[CH]C([CH])([CH])[CH].CC(=O)c1cc(N)nnc1N&&cdl.cat0,3.1384201631
linker105_N_linker88_CH_uoj_relaxed_interp_2,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cc(O)c([CH])cc1O&&uoj.cat1,3.278405496
linker107_C_linker76_C_rhr_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1cnc(C)nc1&&rhr.cat0,3.5541901239
linker108_C_linker31_C_nfc_relaxed,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43.Cc1cnc(-c2ncc(C)cc2C)c(C)c1&&nfc.cat0,3.6748577172
linker100_CH_linker82_N_dei-z_relaxed,[CH]c1cc([CH])c(O)c(-c2cc([CH])cc([CH])c2O)c1.Cc1cc(N)nnc1N&&dei-z.cat0,3.8665224141
linker102_CH_linker40_N_sra_relaxed_interp_3,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1cnc2c(c1)C(=O)C(=O)c1cc(N)cnc1-2&&sra.cat2,3.994693088
linker103_CH_linker81_N_cds_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1ccc(N)nn1&&cds.cat0,3.5092713719
linker101_CH_linker71_N_vba_relaxed,[CH]c1cc([CH])c(N)c(-c2cc([CH])cc([CH])c2N)c1.NC(=O)c1nc(N)cnc1N&&vba.cat0,3.1189778547
linker99_N_linker66_CH_qdl_relaxed,NC1(N)C=C(c2ccccc2)CC(N)(N)C1.[CH]c1cnc([CH])c(OC)n1&&qdl.cat0,3.1751508493
linker92_CH_linker37_N_hcb_relaxed,[CH]c1cc([CH])cc([CH])c1.Nc1cnc(-c2ncc(N)cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&hcb.cat0,3.3108810563
linker107_N_linker59_CH_cdl_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1cnc([CH])c(C)n1&&cdl.cat0,3.2111897465
linker103_C_linker65_C_sod_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1nc(C#N)c(C)nc1C#N&&sod.cat0,3.1394771285
linker107_N_linker1_CH_unj_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1ccc([CH])c(N)c1&&unj.cat0,3.6786874351
linker102_CH_linker62_N_sra_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.N#Cc1nc(N)cnc1N&&sra.cat0,3.8460752406
linker93_C_linker94_C_etn_relaxed_interp_2,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1.Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1&&etn.cat1,3.9292944709
linker105_N_linker58_CH_lvt_relaxed_interp_4,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cnc([CH])cn1&&lvt.cat3,3.8415586601
linker102_CH_linker76_N_dia_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1cnc(N)nc1&&dia.cat1,3.8463671887
linker104_CH_linker6_N_mer_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2O)c(O)c([CH])c1O.Nc1cc([N+](=O)[O-])c(N)c([N+](=O)[O-])c1&&mer.cat0,3.1618284228
linker99_C_linker73_C_rho_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1cnc(C)c(N=CN(C)C)n1&&rho.cat0,3.8156407794
linker111_C_linker58_C_gis_relaxed,C[Si](C)(C)C.Cc1cnc(C)cn1&&gis.cat0,3.8490033534
linker102_CH2_linker76_NH_kgm_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.[NH]c1cnc([NH])nc1&&kgm.cat0,3.4109194562
linker102_NH_linker50_CO_sod_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3C2)c2cc([NH])ccc2Cc2ccc([NH])cc21.CNc1cnc2c(C=O)ccc(C=O)c2n1&&sod.cat0,3.0121827563
linker103_N_linker87_CH_cds_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc([CH])cc1&&cds.cat0,3.7217802253
linker105_CH_linker13_N_uni_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Cc1c(C)c(N)c(C)c(C)c1N&&uni.cat0,3.7617433615
linker94_CO_linker79_NH_hcb_relaxed,O=Cc1ccc(-c2cccc(-c3ccc(C=O)cc3)c2-c2ccc(C=O)cc2)cc1.[NH]c1ncc([NH])c(C2CC2)n1&&hcb.cat0,3.9378618285
linker100_N_linker9_CH_uni_relaxed,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1ccc([CH])c(C)c1C&&uni.cat0,3.8673429254
linker98_CH_linker10_N_dia_relaxed_interp_2,[CH]c1ccc(-c2c3nc(c(-c4ccc([CH])cc4)c4ccc([nH]4)c(-c4ccc([CH])cc4)c4nc(c(-c5ccc([CH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Nc1ccc(N)c([N+](=O)[O-])c1[N+](=O)[O-]&&dia.cat1,3.6278973654
linker110_C_linker35_C_umq_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc2c(ccc3cc(C)cnc32)c1&&umq.cat0,3.8228295581
linker99_CH_linker65_N_uni_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.N#Cc1nc(N)c(C#N)nc1N&&uni.cat0,3.4201597509
linker105_CH_linker57_N_pcl_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Nc1ccc(N)c2c(=O)nc[nH]c12&&pcl.cat0,3.4226231734
linker101_C_linker22_C_qtz_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])cc1&&qtz.cat0,3.2951649843
linker103_CH2_linker34_NH_und_relaxed_interp_2,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3-2)c2cc([CH2])ccc2-c2ccc([CH2])cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&und.cat1,3.3195590689
linker110_C_linker31_C_can_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(-c2ncc(C)cc2C)c(C)c1&&can.cat0,3.7512734456
linker111_NH_linker49_CH2_qtz_relaxed_interp_2,[NH][Si]([NH])([NH])[NH].[CH2]c1ccc([CH2])c2[nH]c(=O)cnc12&&qtz.cat1,3.948461879
linker98_NH_linker18_CH2_uon_relaxed_interp_3,[NH]c1ccc(-c2c3nc(c(-c4ccc([NH])cc4)c4ccc([nH]4)c(-c4ccc([NH])cc4)c4nc(c(-c5ccc([NH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH2]c1cc(N)c(-c2cc(N)c([CH2])c([N+](=O)[O-])c2)cc1[N+](=O)[O-]&&uon.cat2,3.9981422224
linker109_CO_linker94_NH_jph_relaxed_interp_2,O=CC(C=O)(C=O)C=O.[NH]c1ccc(-c2cccc(-c3ccc([NH])cc3)c2-c2ccc([NH])cc2)cc1&&jph.cat1,3.9957017623
linker109_CH_linker96_N_jph_relaxed_interp_5,[CH]C([CH])([CH])[CH].Nc1ccc(-c2nc(-c3ccc(N)cc3)nc(-c3ccc(N)cc3)n2)cc1&&jph.cat4,3.7437784415
linker91_C_linker24_C_tts-a_relaxed,Cc1nc(C)nc(C)n1.Cc1ccc(-c2c([N+](=O)[O-])cc(C)cc2[N+](=O)[O-])cc1&&tts-a.cat0,3.7896121738
linker100_C_linker9_C_rho_relaxed,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1ccc(C)c(C)c1C&&rho.cat0,3.6505290796
linker110_C_linker35_C_uke_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc2c(ccc3cc(C)cnc32)c1&&uke.cat0,3.7191748245
linker109_N_linker62_CH_gis_relaxed_interp_3,NC(N)(N)N.[CH]c1cnc([CH])c(C#N)n1&&gis.cat2,3.7595199231
linker109_CH_linker71_N_qzd_relaxed,[CH]C([CH])([CH])[CH].NC(=O)c1nc(N)cnc1N&&qzd.cat0,3.2247643583
linker111_NH_linker103_CH2_fud_relaxed_interp_2,[NH][Si]([NH])([NH])[NH].[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3-2)c2cc([CH2])ccc2-c2ccc([CH2])cc21&&fud.cat1,3.8329932134
linker91_N_linker96_CH_etg_relaxed_interp_2,Nc1nc(N)nc(N)n1.[CH]c1ccc(-c2nc(-c3ccc([CH])cc3)nc(-c3ccc([CH])cc3)n2)cc1&&etg.cat1,3.571430106
linker98_C_linker93_C_pto_relaxed,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1&&pto.cat0,3.6765555806
linker110_CH2_linker93_NH_jph_relaxed,[CH2]C12CC3([CH2])CC([CH2])(C1)CC([CH2])(C2)C3.[NH]c1ccc(N(c2ccc([NH])cc2)c2ccc([NH])cc2)cc1&&jph.cat0,3.710801214
linker109_CH_linker15_N_qzd_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc(-c2ccc(N)cc2N)cc1&&qzd.cat0,3.3621289677
linker104_CO_linker26_NH_sod_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.[NH]c1cc([N+](=O)[O-])c(-c2c([N+](=O)[O-])cc([NH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&sod.cat0,3.1096216696
linker111_C_linker111_C_sra_relaxed,C[Si](C)(C)C.C[Si](C)(C)C&&sra.cat0,3.908330314
linker102_N_linker67_CH_cdl_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&cdl.cat0,3.4246129882
linker108_N_linker74_CH_rho_relaxed,Nc1cc(N)c2ccc3c(N)cc(N)c4ccc1c2c43.[CH]c1cnc([CH])c(C(=O)[O-])n1&&rho.cat0,3.8263718137
linker109_CH_linker55_N_sra_relaxed_interp_2,[CH]C([CH])([CH])[CH].Nc1c2nccnc2c(N)c2nsnc12&&sra.cat1,3.9808882228
linker92_C_linker58_C_kgd-a_relaxed,Cc1cc(C)cc(C)c1.Cc1cnc(C)cn1&&kgd-a.cat0,3.800168816
linker91_CH2_linker88_NH_hcb_relaxed,[CH2]c1nc([CH2])nc([CH2])n1.[NH]c1cc(O)c([NH])cc1O&&hcb.cat0,3.0087203678
linker108_CO_linker84_NH_qzd_relaxed,O=Cc1cc(C=O)c2ccc3c(C=O)cc(C=O)c4ccc1c2c43.[NH]c1cc(N)c([NH])nn1&&qzd.cat0,3.2887010644
linker91_N_linker8_CH_htb-a_relaxed,Nc1nc(N)nc(N)n1.[CH]c1cc([N+](=O)[O-])c([CH])cc1[N+](=O)[O-]&&htb-a.cat0,3.5130110369
linker105_N_linker33_CH_qzd_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1cc2ccc3cc([CH])c(C)nc3c2nc1C&&qzd.cat0,3.4708555896
linker103_CH_linker59_N_gis_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1nc(N)cnc1N&&gis.cat1,3.9785175824
linker106_N_linker84_CH_dei-z_relaxed_interp_2,Nc1cc(-c2cc(N)c(N)c(N)c2N)c(N)c(N)c1N.[CH]c1cc(N)c([CH])nn1&&dei-z.cat1,3.2527330016
linker99_C_linker76_C_dia_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1cnc(C)nc1&&dia.cat0,3.7016820961
linker107_N_linker65_CH_cdl_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1nc(C#N)c([CH])nc1C#N&&cdl.cat0,3.1220575605
linker109_CH_linker45_N_cdl_relaxed,[CH]C([CH])([CH])[CH].Nc1ccc(N)c2nccnc12&&cdl.cat0,3.1116443799
linker106_C_linker83_C_umi_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1nnc(C)c2ccccc12&&umi.cat0,3.3722413383
linker102_NH_linker46_CH2_lvt_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3C2)c2cc([NH])ccc2Cc2ccc([NH])cc21.[CH2]c1ccc([CH2])c2nc(C)cnc12&&lvt.cat0,3.5849860068
linker110_C_linker78_C_gme_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.COc1nc(C)ncc1C&&gme.cat0,3.11288743
linker96_CH_linker12_N_hnb_relaxed,[CH]c1ccc(-c2nc(-c3ccc([CH])cc3)nc(-c3ccc([CH])cc3)n2)cc1.Nc1c(O)c(O)c(N)c(O)c1O&&hnb.cat0,3.9666267061
linker108_N_linker67_CH_qzd_relaxed,Nc1cc(N)c2ccc3c(N)cc(N)c4ccc1c2c43.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&qzd.cat0,3.2650699318
linker106_CH_linker62_N_dei-z_relaxed_interp_2,[CH]c1cc(-c2cc([CH])c(N)c([CH])c2N)c(N)c([CH])c1N.N#Cc1nc(N)cnc1N&&dei-z.cat1,3.3460738079
linker109_CH2_linker29_NH_npo_relaxed_interp_2,[CH2]C([CH2])([CH2])[CH2].[NH]c1cc(N)c(-c2cc([N+](=O)[O-])c([NH])cc2N)cc1[N+](=O)[O-]&&npo.cat1,3.5148016795
linker102_CH2_linker78_NH_kgm_relaxed,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3C2)c2cc([CH2])ccc2Cc2ccc([CH2])cc21.COc1nc([NH])ncc1[NH]&&kgm.cat0,3.6940425851
linker102_CH_linker59_N_pcb_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Cc1nc(N)cnc1N&&pcb.cat0,3.8361884225
linker105_N_linker28_CH_qzd_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1ccc(-c2ccc([CH])c([N+](=O)[O-])c2)cc1&&qzd.cat0,3.2776597589
linker109_N_linker70_CH_und_relaxed,NC(N)(N)N.[CH]c1nc(OC)c([CH])nc1OC&&und.cat0,3.8605754415
linker105_CH_linker80_N_rhr_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.CC(C)(C)c1nc(N)[nH]c(=O)c1N&&rhr.cat0,3.8450492055
linker103_N_linker34_CH_crb_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&crb.cat0,3.9704887798
linker111_CH2_linker46_NH_cdl_relaxed,[CH2][Si]([CH2])([CH2])[CH2].Cc1cnc2c([NH])ccc([NH])c2n1&&cdl.cat0,3.5412768885
linker109_N_linker70_CH_qtz_relaxed_interp_2,NC(N)(N)N.[CH]c1nc(OC)c([CH])nc1OC&&qtz.cat1,3.3317922094
linker109_N_linker72_CH_lon_relaxed_interp_2,NC(N)(N)N.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&lon.cat1,3.3514253076
linker104_N_linker41_CH_qtz_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1ccc([CH])c2ocnc12&&qtz.cat0,3.3448961562
linker102_CH_linker76_N_sra_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1cnc(N)nc1&&sra.cat1,3.7112916044
linker110_C_linker2_C_lcv_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(C)c(O)c1&&lcv.cat0,3.0712331394
linker102_N_linker36_CH_qtz_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc2c(ccc3cc([CH])c(C)nc32)c1&&qtz.cat0,3.8664416254
linker98_C_linker95_C_tfi_relaxed_interp_2,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)cc(C#Cc3ccc(C)cc3)c2)cc1&&tfi.cat1,3.9883028903
linker102_N_linker73_CH_can_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc([CH])c(N=CN(C)C)n1&&can.cat0,3.7671681284
linker108_CH_linker63_N_mer_relaxed,[CH]c1cc([CH])c2ccc3c([CH])cc([CH])c4ccc1c2c43.Nc1cnc(N)c(CO)n1&&mer.cat0,3.893383177
linker99_N_linker23_CH_krr_relaxed,NC1(N)C=C(c2ccccc2)CC(N)(N)C1.[CH]c1ccc(-c2ccc([CH])cc2[N+](=O)[O-])c([N+](=O)[O-])c1&&krr.cat0,3.6981007565
linker105_C_linker94_C_lil_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1&&lil.cat0,3.6153234729
linker102_N_linker85_CH_gme_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cc(C(C)=O)c([CH])nn1&&gme.cat0,3.9066438759
linker109_C_linker24_C_dft_relaxed_interp_2,CC(C)(C)C.Cc1ccc(-c2c([N+](=O)[O-])cc(C)cc2[N+](=O)[O-])cc1&&dft.cat1,3.4308443555
linker109_C_linker6_C_sod_relaxed,CC(C)(C)C.Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1&&sod.cat0,3.125587665
linker104_NH_linker19_CO_und_relaxed_interp_2,[NH]c1cc(-c2cc([NH])c(O)c([NH])c2O)c(O)c([NH])c1O.O=Cc1ccc(-c2ccc(C=O)cc2)cc1&&und.cat1,3.5695479072
linker103_N_linker58_CH_qzd_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1cnc([CH])cn1&&qzd.cat0,3.4206930424
linker103_C_linker30_C_und_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1ccc(-c2ccc(C)cn2)nc1&&und.cat0,3.7362220224
linker93_C_linker66_C_hcb_relaxed,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1.COc1nc(C)cnc1C&&hcb.cat0,3.5839325524
linker98_NH_linker51_CO_nbo_relaxed_interp_2,[NH]c1ccc(-c2c3nc(c(-c4ccc([NH])cc4)c4ccc([nH]4)c(-c4ccc([NH])cc4)c4nc(c(-c5ccc([NH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.O=Cc1ccc(C=O)c2nc3c(nc12)CCCC3&&nbo.cat1,3.6855817131
linker104_C_linker60_C_qtz_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1nc(C)c(C)nc1C&&qtz.cat0,3.2326384352
linker105_N_linker2_CH_rho_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1ccc([CH])c(O)c1&&rho.cat0,3.9192932565
linker105_C_linker35_C_gis_relaxed_interp_2,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1cnc2c(ccc3cc(C)cnc32)c1&&gis.cat1,3.7267869954
linker103_CO_linker15_NH_dia_relaxed_interp_2,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3-2)c2cc(C=O)ccc2-c2ccc(C=O)cc21.[NH]c1ccc(-c2ccc([NH])cc2N)cc1&&dia.cat1,3.6184252866
linker108_C_linker16_C_uon_relaxed,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43.Cc1ccc(-c2ccc(C)cc2N)c(N)c1&&uon.cat0,3.6468064988
linker103_NH_linker84_CH2_gis_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.[CH2]c1cc(N)c([CH2])nn1&&gis.cat0,3.9668263161
linker110_C_linker19_C_umk_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1ccc(-c2ccc(C)cc2)cc1&&umk.cat0,3.8860603264
linker104_CO_linker50_NH_und_relaxed,O=Cc1cc(-c2cc(C=O)c(O)c(C=O)c2O)c(O)c(C=O)c1O.CNc1cnc2c([NH])ccc([NH])c2n1&&und.cat0,3.2466314385
linker108_N_linker2_CH_ukk_relaxed,Nc1cc(N)c2ccc3c(N)cc(N)c4ccc1c2c43.[CH]c1ccc([CH])c(O)c1&&ukk.cat0,3.5598723266
linker109_N_linker57_CH_cdl_relaxed,NC(N)(N)N.[CH]c1ccc([CH])c2c(=O)nc[nH]c12&&cdl.cat0,3.18438119
linker105_CH_linker63_N_uni_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Nc1cnc(N)c(CO)n1&&uni.cat0,3.2952113421
linker98_C_linker6_C_crb_relaxed,Cc1ccc(-c2c3nc(c(-c4ccc(C)cc4)c4ccc([nH]4)c(-c4ccc(C)cc4)c4nc(c(-c5ccc(C)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Cc1cc([N+](=O)[O-])c(C)c([N+](=O)[O-])c1&&crb.cat0,3.1528195025
linker104_C_linker39_C_dia_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cnc2c(c1)nnc1cc(C)cnc12&&dia.cat0,3.1112013763
linker104_C_linker5_C_kgm_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cc(C)c(C)c(C)c1&&kgm.cat0,3.9987408288
linker102_N_linker49_CH_cdl_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1ccc([CH])c2[nH]c(=O)cnc12&&cdl.cat0,3.75323561
linker106_N_linker69_CH_uoo_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2N)c(N)c(N)c1N.[CH]c1cnc([CH])c(C(C)=O)n1&&uoo.cat0,3.2495843848
linker100_CH_linker82_N_qtz_relaxed,[CH]c1cc([CH])c(O)c(-c2cc([CH])cc([CH])c2O)c1.Cc1cc(N)nnc1N&&qtz.cat0,3.4525987176
linker109_C_linker27_C_npo_relaxed_interp_2,CC(C)(C)C.Cc1ccc2c(c1)CCc1cc(C)cc([N+](=O)[O-])c1-2&&npo.cat1,3.8009316473
linker103_CH_linker82_N_uoc_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1cc(N)nnc1N&&uoc.cat1,3.8344183537
linker103_CO_linker40_NH_dia_relaxed_interp_3,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3-2)c2cc(C=O)ccc2-c2ccc(C=O)cc21.[NH]c1cnc2c(c1)C(=O)C(=O)c1cc([NH])cnc1-2&&dia.cat2,3.7318412067
linker102_CH_linker29_N_cdl_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1cc(N)c([N+](=O)[O-])cc1-c1cc([N+](=O)[O-])c(N)cc1N&&cdl.cat1,3.7433911321
linker110_C_linker32_C_dia_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(-c2ncc(C)cc2N)c(N)c1&&dia.cat0,3.3208354538
linker101_C_linker19_C_nfc_relaxed,Cc1cc(C)c(N)c(-c2cc(C)cc(C)c2N)c1.Cc1ccc(-c2ccc(C)cc2)cc1&&nfc.cat0,3.5787789805
linker102_N_linker63_CH_sod_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc([CH])c(CO)n1&&sod.cat0,3.61270977
linker108_CH2_linker49_NH_qtz_relaxed,[CH2]c1cc([CH2])c2ccc3c([CH2])cc([CH2])c4ccc1c2c43.[NH]c1ccc([NH])c2[nH]c(=O)cnc12&&qtz.cat0,3.320229744
linker106_NH_linker18_CO_und_relaxed_interp_2,[NH]c1cc(-c2cc([NH])c(N)c([NH])c2N)c(N)c([NH])c1N.Nc1cc(C=O)c([N+](=O)[O-])cc1-c1cc(N)c(C=O)c([N+](=O)[O-])c1&&und.cat1,3.0677100654
linker99_C_linker22_C_qtz_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])cc1&&qtz.cat0,3.4102462867
