st_name,cofid,gas-ads
linker99_CH2_linker92_NH_pto_relaxed,[CH2]C1([CH2])C=C(c2ccccc2)CC([CH2])([CH2])C1.[NH]c1cc([NH])cc([NH])c1&&pto.cat0,4.6279597412
linker103_N_linker24_CH_gme_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc(-c2c([N+](=O)[O-])cc([CH])cc2[N+](=O)[O-])cc1&&gme.cat0,4.5170874119
linker97_CH_linker68_N_sql_relaxed,[CH]C1(c2c3nc(c(C4([CH])C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4([CH])C=CC(c5ccccc5)=CC4)c4nc(c(C5([CH])C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Nc1cnc(N)c([N+](=O)[O-])n1&&sql.cat0,4.2048478776
linker104_N_linker102_CH_pth_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2O)c(O)c(N)c1O.[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21&&pth.cat0,4.4779798358
linker96_CH_linker87_N_hcb_relaxed,[CH]c1ccc(-c2nc(-c3ccc([CH])cc3)nc(-c3ccc([CH])cc3)n2)cc1.Nc1ccc(N)cc1&&hcb.cat0,4.4329687828
linker102_CH_linker78_N_acs-a_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.COc1nc(N)ncc1N&&acs-a.cat0,4.10969086
linker103_NH_linker4_CH2_lta_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.[CH2]c1ccc([CH2])c([N+](=O)[O-])c1&&lta.cat0,4.2086821714
linker107_C_linker83_C_rhr_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1nnc(C)c2ccccc12&&rhr.cat0,4.0081128118
linker99_CH_linker84_N_lvt_relaxed_interp_3,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Nc1cc(N)c(N)nn1&&lvt.cat2,4.068935198
linker109_CH_linker61_N_ukc_relaxed,[CH]C([CH])([CH])[CH].Nc1cnc(N)c(N)n1&&ukc.cat0,4.3198193805
linker106_C_linker89_C_dia_relaxed_interp_2,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1ccc2c(c1)CCc1cc(C)ccc1-2&&dia.cat1,4.0432826945
linker111_C_linker95_C_dmd_relaxed_interp_2,C[Si](C)(C)C.Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)cc(C#Cc3ccc(C)cc3)c2)cc1&&dmd.cat1,4.521542217
linker94_C_linker45_C_hnb_relaxed,Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1.Cc1ccc(C)c2nccnc12&&hnb.cat0,4.3472320728
linker97_N_linker79_CH_cds_relaxed_interp_4,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1ncc([CH])c(C2CC2)n1&&cds.cat3,4.0142366602
linker102_N_linker31_CH_gis_relaxed_interp_3,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc(-c2ncc([CH])cc2C)c(C)c1&&gis.cat2,4.1859649787
linker92_C_linker69_C_hnc_relaxed,Cc1cc(C)cc(C)c1.CC(=O)c1nc(C)cnc1C&&hnc.cat0,4.0362859337
linker108_C_linker59_C_ukk_relaxed,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43.Cc1cnc(C)c(C)n1&&ukk.cat0,4.6114356151
linker109_C_linker68_C_dia_relaxed_interp_2,CC(C)(C)C.Cc1cnc(C)c([N+](=O)[O-])n1&&dia.cat1,4.5316386489
linker97_C_linker48_C_sql_relaxed,CC1(c2c3nc(c(C4(C)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(C)C=CC(c5ccccc5)=CC4)c4nc(c(C5(C)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Cc1nc2c(C)ccc(C)c2nc1C&&sql.cat0,4.0607031701
linker102_N_linker67_CH_acs-a_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1&&acs-a.cat0,4.0423401001
linker94_C_linker53_C_kgd-a_relaxed,Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1.CCc1nc2c(C)ccc(C)c2nc1CC&&kgd-a.cat0,4.393441755
linker103_N_linker62_CH_sql_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1cnc([CH])c(C#N)n1&&sql.cat0,4.1054179974
linker103_CH_linker13_N_dei-z_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1c(C)c(N)c(C)c(C)c1N&&dei-z.cat0,4.4224535301
linker106_C_linker58_C_kgm_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1cnc(C)cn1&&kgm.cat0,4.5213835237
linker99_CH_linker36_N_uni_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Cc1nc2c(ccc3cc(N)cnc32)cc1N&&uni.cat0,4.200239121
linker104_C_linker38_C_kgm_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2O)c(O)c(C)c1O.Cc1cnc2c(c1)c(O)c(O)c1cc(C)cnc12&&kgm.cat0,4.1590970869
linker97_C_linker87_C_kgm_relaxed,CC1(c2c3nc(c(C4(C)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(C)C=CC(c5ccccc5)=CC4)c4nc(c(C5(C)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Cc1ccc(C)cc1&&kgm.cat0,4.4552307443
linker100_CH_linker11_N_umc_relaxed_interp_4,[CH]c1cc([CH])c(O)c(-c2cc([CH])cc([CH])c2O)c1.Nc1c(N)c(N)c(N)c(N)c1N&&umc.cat3,4.1981804837
linker102_CH_linker66_N_acs-a_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.COc1nc(N)cnc1N&&acs-a.cat0,4.3650640703
linker110_C_linker43_C_wjh_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1nc2c(C)c3oc(C)nc3c(C)c2o1&&wjh.cat0,4.299627457
linker109_N_linker73_CH_crb_relaxed,NC(N)(N)N.[CH]c1cnc([CH])c(N=CN(C)C)n1&&crb.cat0,4.0428947144
linker99_N_linker13_CH_uoj_relaxed,NC1(N)C=C(c2ccccc2)CC(N)(N)C1.[CH]c1c(C)c(C)c([CH])c(C)c1C&&uoj.cat0,4.0484465926
linker107_N_linker39_CH_unj_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1cnc2c(c1)nnc1cc([CH])cnc12&&unj.cat0,4.0413925923
linker109_N_linker11_CH_pcb_relaxed,NC(N)(N)N.[CH]c1c(N)c(N)c([CH])c(N)c1N&&pcb.cat0,4.6299004424
linker107_C_linker30_C_lvt_relaxed_interp_3,Cc1cc(-c2cc(C)c(N)c(C)c2)cc(C)c1N.Cc1ccc(-c2ccc(C)cn2)nc1&&lvt.cat2,4.5427743346
linker93_C_linker17_C_hca_relaxed,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1.Cc1cc([N+](=O)[O-])c(-c2cc([N+](=O)[O-])c(C)cc2N)cc1N&&hca.cat0,4.1304251574
linker110_C_linker50_C_gis_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.CNc1cnc2c(C)ccc(C)c2n1&&gis.cat0,4.5016334703
linker96_C_linker40_C_hnb_relaxed,Cc1ccc(-c2nc(-c3ccc(C)cc3)nc(-c3ccc(C)cc3)n2)cc1.Cc1cnc2c(c1)C(=O)C(=O)c1cc(C)cnc1-2&&hnb.cat0,4.1133026345
linker95_N_linker2_CH_hcb_relaxed,Nc1ccc(C#Cc2cc(C#Cc3ccc(N)cc3)cc(C#Cc3ccc(N)cc3)c2)cc1.[CH]c1ccc([CH])c(O)c1&&hcb.cat0,4.601459431
linker98_NH_linker94_CH2_xux_relaxed,[NH]c1ccc(-c2c3nc(c(-c4ccc([NH])cc4)c4ccc([nH]4)c(-c4ccc([NH])cc4)c4nc(c(-c5ccc([NH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH2]c1ccc(-c2cccc(-c3ccc([CH2])cc3)c2-c2ccc([CH2])cc2)cc1&&xux.cat0,4.4069304291
linker106_N_linker35_CH_umc_relaxed_interp_4,Nc1cc(-c2cc(N)c(N)c(N)c2N)c(N)c(N)c1N.[CH]c1cnc2c(ccc3cc([CH])cnc32)c1&&umc.cat3,4.1369560287
linker100_NH_linker89_CH2_kgm_relaxed,[NH]c1cc([NH])c(O)c(-c2cc([NH])cc([NH])c2O)c1.[CH2]c1ccc2c(c1)CCc1cc([CH2])ccc1-2&&kgm.cat0,4.347803157
linker102_C_linker9_C_gis_relaxed_interp_2,Cc1ccc2c(c1)C1(c3cc(C)ccc3C2)c2cc(C)ccc2Cc2ccc(C)cc21.Cc1ccc(C)c(C)c1C&&gis.cat1,4.3542819506
linker101_N_linker14_CH_mer_relaxed,Nc1cc(N)c(N)c(-c2cc(N)cc(N)c2N)c1.[CH]c1ccc(-c2ccc([CH])cc2CO)c(CO)c1&&mer.cat0,4.5429296558
linker107_N_linker90_CH_cds_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1c2cc3ccccc3cc2c([CH])c2cc3ccccc3cc12&&cds.cat0,4.926851917
linker97_NH_linker79_CH2_nbo_relaxed_interp_4,[NH]C1(c2c3nc(c(C4([NH])C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4([NH])C=CC(c5ccccc5)=CC4)c4nc(c(C5([NH])C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH2]c1ncc([CH2])c(C2CC2)n1&&nbo.cat3,4.252481435
linker97_N_linker47_CH_sql_relaxed,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1ccc([CH])c2nc3ccccc3nc12&&sql.cat0,4.277618902
linker95_C_linker57_C_hca_relaxed,Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)cc(C#Cc3ccc(C)cc3)c2)cc1.Cc1ccc(C)c2c(=O)nc[nH]c12&&hca.cat0,4.51097559
linker102_N_linker87_CH_sql_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1ccc([CH])cc1&&sql.cat0,4.2105230214
linker107_N_linker65_CH_kgm_relaxed,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1nc(C#N)c([CH])nc1C#N&&kgm.cat0,4.1703142274
linker95_N_linker91_CH_zme_relaxed,Nc1ccc(C#Cc2cc(C#Cc3ccc(N)cc3)cc(C#Cc3ccc(N)cc3)c2)cc1.[CH]c1nc([CH])nc([CH])n1&&zme.cat0,4.8657017311
linker102_N_linker76_CH_cds_relaxed_interp_2,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1cnc([CH])nc1&&cds.cat1,4.5441750165
linker105_N_linker44_CH_nfc_relaxed,Nc1cc(-c2cc(N)c(O)c(N)c2)cc(N)c1O.[CH]c1c2nc(CC)oc2c([CH])c2nc(CC)oc12&&nfc.cat0,4.1012015591
linker102_N_linker4_CH_gis_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1ccc([CH])c([N+](=O)[O-])c1&&gis.cat0,4.0533443007
linker99_CH_linker62_N_rhr_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.N#Cc1nc(N)cnc1N&&rhr.cat0,4.3334042143
linker99_CH_linker90_N_lvt_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Nc1c2cc3ccccc3cc2c(N)c2cc3ccccc3cc12&&lvt.cat0,4.7279155827
linker102_N_linker65_CH_gis_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3C2)c2cc(N)ccc2Cc2ccc(N)cc21.[CH]c1nc(C#N)c([CH])nc1C#N&&gis.cat0,4.3129743424
linker109_N_linker59_CH_unj_relaxed,NC(N)(N)N.[CH]c1cnc([CH])c(C)n1&&unj.cat0,4.410650957
linker109_N_linker60_CH_uni_relaxed,NC(N)(N)N.[CH]c1nc(C)c([CH])nc1C&&uni.cat0,4.2236073123
linker99_CH_linker16_N_unj_relaxed,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Nc1ccc(-c2ccc(N)cc2N)c(N)c1&&unj.cat0,4.1994275221
linker103_N_linker48_CH_can_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc([CH])c2nc(C)c(C)nc12&&can.cat0,4.1583656507
linker99_C_linker45_C_gis_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1ccc(C)c2nccnc12&&gis.cat0,4.0636008148
linker94_C_linker93_C_bpj_relaxed_interp_2,Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1.Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1&&bpj.cat1,4.3215907314
linker99_CH_linker40_N_lvt_relaxed_interp_3,[CH]C1([CH])C=C(c2ccccc2)CC([CH])([CH])C1.Nc1cnc2c(c1)C(=O)C(=O)c1cc(N)cnc1-2&&lvt.cat2,4.287276656
linker103_CH_linker5_N_unc_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1cc(N)cc(C)c1N&&unc.cat0,4.220751884
linker100_N_linker106_CH_pts_relaxed,Nc1cc(N)c(O)c(-c2cc(N)cc(N)c2O)c1.[CH]c1cc(-c2cc([CH])c(N)c([CH])c2N)c(N)c([CH])c1N&&pts.cat0,4.4760494901
linker108_C_linker84_C_mer_relaxed,Cc1cc(C)c2ccc3c(C)cc(C)c4ccc1c2c43.Cc1cc(N)c(C)nn1&&mer.cat0,4.7184870622
linker103_CH_linker39_N_qtz_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1cnc2c(c1)nnc1cc(N)cnc12&&qtz.cat1,4.3921458574
linker97_NH_linker96_CH2_pto_relaxed_interp_2,[NH]C1(c2c3nc(c(C4([NH])C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4([NH])C=CC(c5ccccc5)=CC4)c4nc(c(C5([NH])C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH2]c1ccc(-c2nc(-c3ccc([CH2])cc3)nc(-c3ccc([CH2])cc3)n2)cc1&&pto.cat1,4.0859725408
linker102_NH_linker22_CO_rhr_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3C2)c2cc([NH])ccc2Cc2ccc([NH])cc21.O=Cc1ccc(-c2ccc(C=O)cc2[N+](=O)[O-])cc1&&rhr.cat0,4.5795326037
linker98_N_linker58_CH_nbo_relaxed_interp_2,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH]c1cnc([CH])cn1&&nbo.cat1,4.5268323811
linker110_C_linker48_C_rho_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1nc2c(C)ccc(C)c2nc1C&&rho.cat0,4.1277796627
linker103_C_linker30_C_mer_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1ccc(-c2ccc(C)cn2)nc1&&mer.cat0,4.4415459374
linker91_C_linker71_C_hne_relaxed,Cc1nc(C)nc(C)n1.Cc1cnc(C)c(C(N)=O)n1&&hne.cat0,4.1915926289
linker93_C_linker73_C_hca_relaxed,Cc1ccc(N(c2ccc(C)cc2)c2ccc(C)cc2)cc1.Cc1cnc(C)c(N=CN(C)C)n1&&hca.cat0,4.3999810002
linker103_CH_linker36_N_pcb_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Cc1nc2c(ccc3cc(N)cnc32)cc1N&&pcb.cat1,4.2232698259
linker99_N_linker81_CH_uoj_relaxed,NC1(N)C=C(c2ccccc2)CC(N)(N)C1.[CH]c1ccc([CH])nn1&&uoj.cat0,4.1072911361
linker109_N_linker24_CH_unj_relaxed,NC(N)(N)N.[CH]c1ccc(-c2c([N+](=O)[O-])cc([CH])cc2[N+](=O)[O-])cc1&&unj.cat0,4.67683324
linker103_N_linker39_CH_irl_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1cnc2c(c1)nnc1cc([CH])cnc12&&irl.cat0,4.8563627295
linker95_C_linker25_C_hnb_relaxed,Cc1ccc(C#Cc2cc(C#Cc3ccc(C)cc3)cc(C#Cc3ccc(C)cc3)c2)cc1.Cc1ccc(-c2ccc(C)c([N+](=O)[O-])c2)c([N+](=O)[O-])c1&&hnb.cat0,4.2247591186
linker103_N_linker46_CH_can_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc([CH])c2nc(C)cnc12&&can.cat0,4.3647736179
linker105_C_linker48_C_gme_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1nc2c(C)ccc(C)c2nc1C&&gme.cat0,4.2367677952
linker91_C_linker79_C_htb-a_relaxed,Cc1nc(C)nc(C)n1.Cc1ncc(C)c(C2CC2)n1&&htb-a.cat0,4.1832604037
linker108_CH_linker79_N_gme_relaxed,[CH]c1cc([CH])c2ccc3c([CH])cc([CH])c4ccc1c2c43.Nc1ncc(N)c(C2CC2)n1&&gme.cat0,4.0385771941
linker94_C_linker96_C_eth_relaxed_interp_3,Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1.Cc1ccc(-c2nc(-c3ccc(C)cc3)nc(-c3ccc(C)cc3)n2)cc1&&eth.cat2,4.2322137395
linker108_CH_linker16_N_dmp_relaxed_interp_2,[CH]c1cc([CH])c2ccc3c([CH])cc([CH])c4ccc1c2c43.Nc1ccc(-c2ccc(N)cc2N)c(N)c1&&dmp.cat1,4.8212940763
linker110_C_linker76_C_lon_relaxed,CC12CC3(C)CC(C)(C1)CC(C)(C2)C3.Cc1cnc(C)nc1&&lon.cat0,4.0987370956
linker97_N_linker16_CH_qtz_relaxed_interp_2,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1ccc(-c2ccc([CH])cc2N)c(N)c1&&qtz.cat1,4.6740310226
linker103_CO_linker14_NH_unc_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3-2)c2cc(C=O)ccc2-c2ccc(C=O)cc21.[NH]c1ccc(-c2ccc([NH])cc2CO)c(CO)c1&&unc.cat0,4.3687245551
linker98_CH_linker98_N_ssd_relaxed_interp_2,[CH]c1ccc(-c2c3nc(c(-c4ccc([CH])cc4)c4ccc([nH]4)c(-c4ccc([CH])cc4)c4nc(c(-c5ccc([CH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1&&ssd.cat1,4.3432642066
linker106_C_linker42_C_nfa_relaxed,Cc1cc(-c2cc(C)c(N)c(C)c2N)c(N)c(C)c1N.Cc1c2ncoc2c(C)c2ncoc12&&nfa.cat0,4.760347104
linker103_CH2_linker94_NH_xux_relaxed_interp_3,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3-2)c2cc([CH2])ccc2-c2ccc([CH2])cc21.[NH]c1ccc(-c2cccc(-c3ccc([NH])cc3)c2-c2ccc([NH])cc2)cc1&&xux.cat2,4.1399464896
linker97_N_linker24_CH_kgm_relaxed,NC1(c2c3nc(c(C4(N)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(N)C=CC(c5ccccc5)=CC4)c4nc(c(C5(N)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.[CH]c1ccc(-c2c([N+](=O)[O-])cc([CH])cc2[N+](=O)[O-])cc1&&kgm.cat0,4.2274104207
linker98_CH_linker11_N_gis_relaxed_interp_3,[CH]c1ccc(-c2c3nc(c(-c4ccc([CH])cc4)c4ccc([nH]4)c(-c4ccc([CH])cc4)c4nc(c(-c5ccc([CH])cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.Nc1c(N)c(N)c(N)c(N)c1N&&gis.cat2,4.712805079
linker103_N_linker3_CH_gis_relaxed,Nc1ccc2c(c1)C1(c3cc(N)ccc3-2)c2cc(N)ccc2-c2ccc(N)cc21.[CH]c1ccc([CH])c(C)c1&&gis.cat0,4.6051607132
linker102_CH_linker36_N_dia_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Cc1nc2c(ccc3cc(N)cnc32)cc1N&&dia.cat0,4.0736270948
linker96_NH_linker28_CH2_hcb_relaxed,[NH]c1ccc(-c2nc(-c3ccc([NH])cc3)nc(-c3ccc([NH])cc3)n2)cc1.[CH2]c1ccc(-c2ccc([CH2])c([N+](=O)[O-])c2)cc1&&hcb.cat0,4.1878494159
linker103_CH2_linker58_NH_dia_relaxed_interp_2,[CH2]c1ccc2c(c1)C1(c3cc([CH2])ccc3-2)c2cc([CH2])ccc2-c2ccc([CH2])cc21.[NH]c1cnc([NH])cn1&&dia.cat1,4.343077455
linker102_CH_linker93_N_fof_relaxed_interp_2,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3C2)c2cc([CH])ccc2Cc2ccc([CH])cc21.Nc1ccc(N(c2ccc(N)cc2)c2ccc(N)cc2)cc1&&fof.cat1,4.3044463662
linker107_CH_linker38_N_gis_relaxed,[CH]c1cc(-c2cc([CH])c(N)c([CH])c2)cc([CH])c1N.Nc1cnc2c(c1)c(O)c(O)c1cc(N)cnc12&&gis.cat0,4.60953524
linker100_C_linker40_C_umc_relaxed_interp_2,Cc1cc(C)c(O)c(-c2cc(C)cc(C)c2O)c1.Cc1cnc2c(c1)C(=O)C(=O)c1cc(C)cnc1-2&&umc.cat1,4.0454818218
linker103_CO_linker14_NH_lcs_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3-2)c2cc(C=O)ccc2-c2ccc(C=O)cc21.[NH]c1ccc(-c2ccc([NH])cc2CO)c(CO)c1&&lcs.cat0,4.3268997159
linker103_NH_linker64_CH2_lta_relaxed,[NH]c1ccc2c(c1)C1(c3cc([NH])ccc3-2)c2cc([NH])ccc2-c2ccc([NH])cc21.[CH2]c1cnc([CH2])c(C=O)n1&&lta.cat0,4.3577359785
linker105_CH_linker33_N_krr_relaxed,[CH]c1cc(-c2cc([CH])c(O)c([CH])c2)cc([CH])c1O.Cc1nc2c(ccc3cc(N)c(C)nc32)cc1N&&krr.cat0,4.0311832722
linker107_N_linker77_CH_cds_relaxed_interp_2,Nc1cc(-c2cc(N)c(N)c(N)c2)cc(N)c1N.[CH]c1ncc([CH])c(C)n1&&cds.cat1,4.8180279955
linker98_N_linker62_CH_htb_relaxed,Nc1ccc(-c2c3nc(c(-c4ccc(N)cc4)c4ccc([nH]4)c(-c4ccc(N)cc4)c4nc(c(-c5ccc(N)cc5)c5ccc2[nH]5)C=C4)C=C3)cc1.[CH]c1cnc([CH])c(C#N)n1&&htb.cat0,4.0376030495
linker102_CO_linker20_NH_pcb_relaxed,O=Cc1ccc2c(c1)C1(c3cc(C=O)ccc3C2)c2cc(C=O)ccc2Cc2ccc(C=O)cc21.Cc1cc([NH])ccc1-c1ccc([NH])cc1C&&pcb.cat0,4.3190471313
linker97_CH_linker11_N_nbo_relaxed_interp_4,[CH]C1(c2c3nc(c(C4([CH])C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4([CH])C=CC(c5ccccc5)=CC4)c4nc(c(C5([CH])C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Nc1c(N)c(N)c(N)c(N)c1N&&nbo.cat3,4.3083551347
linker97_C_linker71_C_sql_relaxed,CC1(c2c3nc(c(C4(C)C=CC(c5ccccc5)=CC4)c4ccc([nH]4)c(C4(C)C=CC(c5ccccc5)=CC4)c4nc(c(C5(C)C=CC(c6ccccc6)=CC5)c5ccc2[nH]5)C=C4)C=C3)C=CC(c2ccccc2)=CC1.Cc1cnc(C)c(C(N)=O)n1&&sql.cat0,4.2761130988
linker105_C_linker76_C_gme_relaxed,Cc1cc(-c2cc(C)c(O)c(C)c2)cc(C)c1O.Cc1cnc(C)nc1&&gme.cat0,4.0599256914
linker99_C_linker89_C_lvt_relaxed,CC1(C)C=C(c2ccccc2)CC(C)(C)C1.Cc1ccc2c(c1)CCc1cc(C)ccc1-2&&lvt.cat0,4.5323113052
linker94_C_linker63_C_hnb_relaxed,Cc1ccc(-c2cccc(-c3ccc(C)cc3)c2-c2ccc(C)cc2)cc1.Cc1cnc(C)c(CO)n1&&hnb.cat0,4.1615202148
linker108_N_linker3_CH_gis_relaxed,Nc1cc(N)c2ccc3c(N)cc(N)c4ccc1c2c43.[CH]c1ccc([CH])c(C)c1&&gis.cat0,4.1736177723
linker103_C_linker22_C_mer_relaxed,Cc1ccc2c(c1)C1(c3cc(C)ccc3-2)c2cc(C)ccc2-c2ccc(C)cc21.Cc1ccc(-c2ccc(C)cc2[N+](=O)[O-])cc1&&mer.cat0,4.3244668838
linker103_CH_linker84_N_lta_relaxed,[CH]c1ccc2c(c1)C1(c3cc([CH])ccc3-2)c2cc([CH])ccc2-c2ccc([CH])cc21.Nc1cc(N)c(N)nn1&&lta.cat0,4.9143152874
